0000|LCDPR|0011|08023589000155|DANIEL DIANAS RIBEIRO E OUTROS|0|0||01012019|31122019
0010|1
0030|RODOVIA SENADOR LAURINDO DIAS MINHOTO|KM15||FAZENDA FELICIDADE|SP|3510302|18195000||leticia.alkroma@hotmail.com
0040|002|BR|BRL|3432297|27800498800922|252063032111|DANIEL DIANAS RIBEIRO E OUTROS|SEN LAURINDO MINHOTO|KM 15||GUARAPIRANGA|SP|3510302|18195-000|4|1188
0045|001|4|29530049803|AMANDA DIANAS RIBEIRO BOIAGO|1188
0045|002|4|70891150897|PEDRO ALCANTARA RIBEIRO NETO|4750
0045|004|4|70891133887|JOSE CARLOS RIBEIRO|2375
0045|003|4|52623303000164|ALKROMA AGROPECUARIA LTDA|499
0050|010|BR|237|BANCO BRADESCO S/A|2257|000000000011034
0050|006|BR|237|BANCO BRADESCO S/A|2257|000000000008434
0050|009|BR|237|BANCO BRADESCO S/A|2257|000000000001491
0050|011|BR|999|CAIXA|0999|000000000000999
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|41760|41760|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|382875|424635|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|172127|596762|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|113250|710012|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|28160|738172|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|23800|761972|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|8850|770822|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|302625|1073447|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|254835|1328282|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|247500|1575782|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|126545|1702327|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|59792|1762119|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|16670|1778789|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|869700|2648489|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|549500|3197989|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|421443|3619432|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|367805|3987237|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|201196|4188433|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|50526|4238959|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|42490|4281449|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|14489|4295938|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|3500|4299438|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|3321279|7620717|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|1738485|9359202|N
Q100|02012019|002|010|-|6|PAGAMENTO DE TITULO|08023589000155|2|000|1907400|11266602|N
